observation_date,DGS5
11/13/1986,6.83
11/14/1986,6.81
11/17/1986,6.77
11/18/1986,6.79
11/19/1986,6.73
11/20/1986,6.74
11/21/1986,6.72
11/24/1986,6.69
11/25/1986,6.66
11/26/1986,6.65
11/27/1986,#N/A
11/28/1986,6.65
12/1/1986,6.69
12/2/1986,6.61
12/3/1986,6.58
12/4/1986,6.53
12/5/1986,6.65
12/8/1986,6.61
12/9/1986,6.6
12/10/1986,6.58
12/11/1986,6.64
12/12/1986,6.66
12/15/1986,6.69
12/16/1986,6.67
12/17/1986,6.68
12/18/1986,6.69
12/19/1986,6.69
12/22/1986,6.69
12/23/1986,6.68
12/24/1986,6.68
12/25/1986,#N/A
12/26/1986,6.69
12/29/1986,6.78
12/30/1986,6.82
12/31/1986,6.81
1/1/1987,#N/A
1/2/1987,6.75
1/5/1987,6.67
1/6/1987,6.67
1/7/1987,6.65
1/8/1987,6.6
1/9/1987,6.58
1/12/1987,6.61
1/13/1987,6.64
1/14/1987,6.67
1/15/1987,6.64
1/16/1987,6.6
1/19/1987,#N/A
1/20/1987,6.57
1/21/1987,6.57
1/22/1987,6.57
1/23/1987,6.59
1/26/1987,6.67
1/27/1987,6.66
1/28/1987,6.63
1/29/1987,6.65
1/30/1987,6.71
2/2/1987,6.75
2/3/1987,6.77
2/4/1987,6.76
2/5/1987,6.7
2/6/1987,6.73
2/9/1987,6.79
2/10/1987,6.89
2/11/1987,6.96
2/12/1987,6.92
2/13/1987,6.83
2/16/1987,#N/A
2/17/1987,6.87
2/18/1987,6.84
2/19/1987,6.76
2/20/1987,6.78
2/23/1987,6.78
2/24/1987,6.75
2/25/1987,6.72
2/26/1987,6.74
2/27/1987,6.71
3/2/1987,6.69
3/3/1987,6.72
3/4/1987,6.66
3/5/1987,6.69
3/6/1987,6.77
3/9/1987,6.78
3/10/1987,6.78
3/11/1987,6.78
3/12/1987,6.78
3/13/1987,6.75
3/16/1987,6.77
3/17/1987,6.75
3/18/1987,6.76
3/19/1987,6.75
3/20/1987,6.77
3/23/1987,6.8
3/24/1987,6.82
3/25/1987,6.84
3/26/1987,6.81
3/27/1987,6.89
3/30/1987,7.07
3/31/1987,7.02
4/1/1987,7.12
4/2/1987,7.12
4/3/1987,7.1
4/6/1987,7.06
4/7/1987,7.14
4/8/1987,7.14
4/9/1987,7.3
4/10/1987,7.55
4/13/1987,7.68
4/14/1987,7.83
4/15/1987,7.67
4/16/1987,7.55
4/17/1987,#N/A
4/20/1987,7.72
4/21/1987,7.71
4/22/1987,7.77
4/23/1987,7.92
4/24/1987,8.05
4/27/1987,7.97
4/28/1987,7.91
4/29/1987,7.93
4/30/1987,7.82
5/1/1987,7.98
5/4/1987,8.12
5/5/1987,8.08
5/6/1987,8.15
5/7/1987,8.08
5/8/1987,8.04
5/11/1987,8.19
5/12/1987,8.19
5/13/1987,8.18
5/14/1987,8.2
5/15/1987,8.45
5/18/1987,8.42
5/19/1987,8.55
5/20/1987,8.61
5/21/1987,8.55
5/22/1987,8.49
5/25/1987,#N/A
5/26/1987,8.23
5/27/1987,8.28
5/28/1987,8.25
5/29/1987,8.15
6/1/1987,8.08
6/2/1987,8.31
6/3/1987,8.25
6/4/1987,8.2
6/5/1987,8.11
6/8/1987,8.14
6/9/1987,8.18
6/10/1987,8.15
6/11/1987,8.13
6/12/1987,7.9
6/15/1987,7.89
6/16/1987,7.89
6/17/1987,7.83
6/18/1987,7.87
6/19/1987,7.89
6/22/1987,7.83
6/23/1987,7.85
6/24/1987,7.94
6/25/1987,7.91
6/26/1987,8.02
6/29/1987,7.97
6/30/1987,8.02
7/1/1987,7.96
7/2/1987,7.9
7/3/1987,#N/A
7/6/1987,7.9
7/7/1987,7.9
7/8/1987,7.9
7/9/1987,7.95
7/10/1987,7.88
7/13/1987,7.93
7/14/1987,7.89
7/15/1987,7.97
7/16/1987,7.95
7/17/1987,7.92
7/20/1987,7.96
7/21/1987,8.03
7/22/1987,8.05
7/23/1987,8.08
7/24/1987,8.12
7/27/1987,8.15
7/28/1987,8.17
7/29/1987,8.16
7/30/1987,8.2
7/31/1987,8.21
8/3/1987,8.34
8/4/1987,8.34
8/5/1987,8.26
8/6/1987,8.28
8/7/1987,8.27
8/10/1987,8.29
8/11/1987,8.26
8/12/1987,8.27
8/13/1987,8.21
8/14/1987,8.18
8/17/1987,8.17
8/18/1987,8.31
8/19/1987,8.34
8/20/1987,8.35
8/21/1987,8.35
8/24/1987,8.34
8/25/1987,8.32
8/26/1987,8.36
8/27/1987,8.48
8/28/1987,8.54
8/31/1987,8.52
9/1/1987,8.57
9/2/1987,8.77
9/3/1987,8.77
9/4/1987,8.82
9/7/1987,#N/A
9/8/1987,9.02
9/9/1987,9
9/10/1987,8.95
9/11/1987,8.88
9/14/1987,8.87
9/15/1987,8.95
9/16/1987,9
9/17/1987,8.98
9/18/1987,8.91
9/21/1987,8.94
9/22/1987,8.91
9/23/1987,8.92
9/24/1987,9.03
9/25/1987,9.06
9/28/1987,9.07
9/29/1987,9.17
9/30/1987,9.21
10/1/1987,9.22
10/2/1987,9.2
10/5/1987,9.28
10/6/1987,9.32
10/7/1987,9.31
10/8/1987,9.49
10/9/1987,9.56
10/12/1987,#N/A
10/13/1987,9.51
10/14/1987,9.75
10/15/1987,9.82
10/16/1987,9.84
10/19/1987,9.7
10/20/1987,8.93
10/21/1987,8.8
10/22/1987,8.52
10/23/1987,8.55
10/26/1987,8.33
10/27/1987,8.42
10/28/1987,8.43
10/29/1987,8.33
10/30/1987,8.37
11/2/1987,8.44
11/3/1987,8.38
11/4/1987,8.3
11/5/1987,8.18
11/6/1987,8.28
11/9/1987,8.3
11/10/1987,8.27
11/11/1987,#N/A
11/12/1987,8.27
11/13/1987,8.34
11/16/1987,8.34
11/17/1987,8.38
11/18/1987,8.38
11/19/1987,8.34
11/20/1987,8.32
11/23/1987,8.34
11/24/1987,8.35
11/25/1987,8.41
11/26/1987,#N/A
11/27/1987,8.55
11/30/1987,8.43
12/1/1987,8.44
12/2/1987,8.43
12/3/1987,8.35
12/4/1987,8.35
12/7/1987,8.48
12/8/1987,8.49
12/9/1987,8.47
12/10/1987,8.63
12/11/1987,8.65
12/14/1987,8.63
12/15/1987,8.54
12/16/1987,8.46
12/17/1987,8.47
12/18/1987,8.39
12/21/1987,8.38
12/22/1987,8.48
12/23/1987,8.4
12/24/1987,8.37
12/25/1987,#N/A
12/28/1987,8.46
12/29/1987,8.41
12/30/1987,8.32
12/31/1987,8.33
1/1/1988,#N/A
1/4/1988,8.35
1/5/1988,8.29
1/6/1988,8.37
1/7/1988,8.35
1/8/1988,8.48
1/11/1988,8.41
1/12/1988,8.39
1/13/1988,8.36
1/14/1988,8.36
1/15/1988,8.13
1/18/1988,#N/A
1/19/1988,8.16
1/20/1988,8.11
1/21/1988,8.04
1/22/1988,8.01
1/25/1988,7.99
1/26/1988,8.08
1/27/1988,7.91
1/28/1988,7.83
1/29/1988,7.76
2/1/1988,7.78
2/2/1988,7.7
2/3/1988,7.76
2/4/1988,7.76
2/5/1988,7.64
2/8/1988,7.7
2/9/1988,7.65
2/10/1988,7.59
2/11/1988,7.64
2/12/1988,7.77
2/15/1988,#N/A
2/16/1988,7.79
2/17/1988,7.8
2/18/1988,7.78
2/19/1988,7.77
2/22/1988,7.75
2/23/1988,7.69
2/24/1988,7.69
2/25/1988,7.68
2/26/1988,7.67
2/29/1988,7.64
3/1/1988,7.61
3/2/1988,7.59
3/3/1988,7.59
3/4/1988,7.74
3/7/1988,7.77
3/8/1988,7.79
3/9/1988,7.76
3/10/1988,7.81
3/11/1988,7.76
3/14/1988,7.76
3/15/1988,7.76
3/16/1988,7.81
3/17/1988,7.76
3/18/1988,7.81
3/21/1988,7.91
3/22/1988,7.91
3/23/1988,7.95
3/24/1988,8.01
3/25/1988,7.95
3/28/1988,8.03
3/29/1988,8.03
3/30/1988,8.03
3/31/1988,8.04
4/1/1988,#N/A
4/4/1988,8.19
4/5/1988,8.18
4/6/1988,8.13
4/7/1988,8.12
4/8/1988,8.05
4/11/1988,8.1
4/12/1988,8.09
4/13/1988,8.05
4/14/1988,8.15
4/15/1988,8.2
4/18/1988,8.25
4/19/1988,8.24
4/20/1988,8.27
4/21/1988,8.26
4/22/1988,8.23
4/25/1988,8.23
4/26/1988,8.24
4/27/1988,8.25
4/28/1988,8.32
4/29/1988,8.33
5/2/1988,8.39
5/3/1988,8.35
5/4/1988,8.35
5/5/1988,8.39
5/6/1988,8.48
5/9/1988,8.5
5/10/1988,8.55
5/11/1988,8.55
5/12/1988,8.55
5/13/1988,8.51
5/16/1988,8.52
5/17/1988,8.64
5/18/1988,8.68
5/19/1988,8.67
5/20/1988,8.7
5/23/1988,8.74
5/24/1988,8.73
5/25/1988,8.73
5/26/1988,8.72
5/27/1988,8.75
5/30/1988,#N/A
5/31/1988,8.73
6/1/1988,8.57
6/2/1988,8.6
6/3/1988,8.52
6/6/1988,8.51
6/7/1988,8.54
6/8/1988,8.46
6/9/1988,8.5
6/10/1988,8.47
6/13/1988,8.45
6/14/1988,8.25
6/15/1988,8.29
6/16/1988,8.46
6/17/1988,8.58
6/20/1988,8.59
6/21/1988,8.61
6/22/1988,8.49
6/23/1988,8.47
6/24/1988,8.45
6/27/1988,8.54
6/28/1988,8.48
6/29/1988,8.47
6/30/1988,8.41
7/1/1988,8.38
7/4/1988,#N/A
7/5/1988,8.42
7/6/1988,8.47
7/7/1988,8.52
7/8/1988,8.64
7/11/1988,8.62
7/12/1988,8.68
7/13/1988,8.69
7/14/1988,8.7
7/15/1988,8.67
7/18/1988,8.73
7/19/1988,8.7
7/20/1988,8.7
7/21/1988,8.75
7/22/1988,8.71
7/25/1988,8.69
7/26/1988,8.72
7/27/1988,8.77
7/28/1988,8.79
7/29/1988,8.75
8/1/1988,8.7
8/2/1988,8.63
8/3/1988,8.64
8/4/1988,8.61
8/5/1988,8.78
8/8/1988,8.79
8/9/1988,8.88
8/10/1988,9
8/11/1988,9.02
8/12/1988,9.03
8/15/1988,9.04
8/16/1988,9.03
8/17/1988,9.06
8/18/1988,9.05
8/19/1988,9.05
8/22/1988,9.09
8/23/1988,9.04
8/24/1988,9.02
8/25/1988,9.08
8/26/1988,9.07
8/29/1988,9
8/30/1988,8.98
8/31/1988,8.95
9/1/1988,8.95
9/2/1988,8.7
9/5/1988,#N/A
9/6/1988,8.7
9/7/1988,8.69
9/8/1988,8.69
9/9/1988,8.62
9/12/1988,8.66
9/13/1988,8.65
9/14/1988,8.59
9/15/1988,8.63
9/16/1988,8.65
9/19/1988,8.69
9/20/1988,8.68
9/21/1988,8.64
9/22/1988,8.67
9/23/1988,8.69
9/26/1988,8.73
9/27/1988,8.77
9/28/1988,8.81
9/29/1988,8.73
9/30/1988,8.61
10/3/1988,8.59
10/4/1988,8.6
10/5/1988,8.6
10/6/1988,8.61
10/7/1988,8.43
10/10/1988,#N/A
10/11/1988,8.48
10/12/1988,8.56
10/13/1988,8.55
10/14/1988,8.52
10/17/1988,8.5
10/18/1988,8.49
10/19/1988,8.53
10/20/1988,8.52
10/21/1988,8.54
10/24/1988,8.54
10/25/1988,8.53
10/26/1988,8.48
10/27/1988,8.41
10/28/1988,8.4
10/31/1988,8.37
11/1/1988,8.38
11/2/1988,8.44
11/3/1988,8.42
11/4/1988,8.58
11/7/1988,8.66
11/8/1988,8.66
11/9/1988,8.71
11/10/1988,8.72
11/11/1988,#N/A
11/14/1988,8.76
11/15/1988,8.78
11/16/1988,8.87
11/17/1988,8.9
11/18/1988,8.91
11/21/1988,8.92
11/22/1988,8.99
11/23/1988,8.97
11/24/1988,#N/A
11/25/1988,9.07
11/28/1988,9.06
11/29/1988,9.02
11/30/1988,8.91
12/1/1988,8.88
12/2/1988,9.11
12/5/1988,9.07
12/6/1988,8.88
12/7/1988,8.93
12/8/1988,9.01
12/9/1988,9.05
12/12/1988,9.07
12/13/1988,9.15
12/14/1988,9.19
12/15/1988,9.21
12/16/1988,9.18
12/19/1988,9.16
12/20/1988,9.09
12/21/1988,9.08
12/22/1988,9.09
12/23/1988,9.08
12/26/1988,#N/A
12/27/1988,9.17
12/28/1988,9.22
12/29/1988,9.19
12/30/1988,9.14
1/2/1989,#N/A
1/3/1989,9.25
1/4/1989,9.24
1/5/1989,9.32
1/6/1989,9.3
1/9/1989,9.3
1/10/1989,9.29
1/11/1989,9.28
1/12/1989,9.2
1/13/1989,9.1
1/16/1989,#N/A
1/17/1989,9.11
1/18/1989,9.07
1/19/1989,9.06
1/20/1989,9.11
1/23/1989,9.06
1/24/1989,8.98
1/25/1989,9.05
1/26/1989,9.07
1/27/1989,9.03
1/30/1989,9.07
1/31/1989,9.08
2/1/1989,9.05
2/2/1989,9.05
2/3/1989,9.1
2/6/1989,9.11
2/7/1989,9.06
2/8/1989,9.06
2/9/1989,9.21
2/10/1989,9.28
2/13/1989,9.29
2/14/1989,9.34
2/15/1989,9.33
2/16/1989,9.32
2/17/1989,9.32
2/20/1989,#N/A
2/21/1989,9.34
2/22/1989,9.43
2/23/1989,9.47
2/24/1989,9.49
2/27/1989,9.47
2/28/1989,9.42
3/1/1989,9.43
3/2/1989,9.38
3/3/1989,9.38
3/6/1989,9.34
3/7/1989,9.35
3/8/1989,9.34
3/9/1989,9.35
3/10/1989,9.48
3/13/1989,9.48
3/14/1989,9.45
3/15/1989,9.45
3/16/1989,9.43
3/17/1989,9.64
3/20/1989,9.71
3/21/1989,9.75
3/22/1989,9.65
3/23/1989,9.65
3/24/1989,#N/A
3/27/1989,9.67
3/28/1989,9.66
3/29/1989,9.6
3/30/1989,9.59
3/31/1989,9.53
4/3/1989,9.39
4/4/1989,9.31
4/5/1989,9.31
4/6/1989,9.35
4/7/1989,9.42
4/10/1989,9.43
4/11/1989,9.42
4/12/1989,9.44
4/13/1989,9.5
4/14/1989,9.29
4/17/1989,9.33
4/18/1989,9.14
4/19/1989,9.17
4/20/1989,9.32
4/21/1989,9.27
4/24/1989,9.26
4/25/1989,9.21
4/26/1989,9.18
4/27/1989,9.1
4/28/1989,9.06
5/1/1989,9.19
5/2/1989,9.11
5/3/1989,9.1
5/4/1989,9.09
5/5/1989,8.96
5/8/1989,9.02
5/9/1989,9.17
5/10/1989,9.21
5/11/1989,9.1
5/12/1989,8.8
5/15/1989,8.85
5/16/1989,8.87
5/17/1989,8.87
5/18/1989,8.88
5/19/1989,8.82
5/22/1989,8.71
5/23/1989,8.72
5/24/1989,8.74
5/25/1989,8.75
5/26/1989,8.72
5/29/1989,#N/A
5/30/1989,8.68
5/31/1989,8.65
6/1/1989,8.65
6/2/1989,8.42
6/5/1989,8.33
6/6/1989,8.35
6/7/1989,8.28
6/8/1989,8.26
6/9/1989,8.16
6/12/1989,8.18
6/13/1989,8.3
6/14/1989,8.24
6/15/1989,8.36
6/16/1989,8.4
6/19/1989,8.41
6/20/1989,8.35
6/21/1989,8.4
6/22/1989,8.41
6/23/1989,8.27
6/26/1989,8.22
6/27/1989,8.14
6/28/1989,8.18
6/29/1989,8.09
6/30/1989,8.03
7/3/1989,7.99
7/4/1989,#N/A
7/5/1989,7.97
7/6/1989,7.91
7/7/1989,7.86
7/10/1989,7.84
7/11/1989,7.8
7/12/1989,7.79
7/13/1989,7.8
7/14/1989,7.84
7/17/1989,7.85
7/18/1989,7.97
7/19/1989,7.9
7/20/1989,7.8
7/21/1989,7.89
7/24/1989,7.87
7/25/1989,7.79
7/26/1989,7.81
7/27/1989,7.69
7/28/1989,7.6
7/31/1989,7.56
8/1/1989,7.49
8/2/1989,7.57
8/3/1989,7.64
8/4/1989,7.94
8/7/1989,7.98
8/8/1989,7.95
8/9/1989,7.96
8/10/1989,7.96
8/11/1989,8.1
8/14/1989,8.27
8/15/1989,8.24
8/16/1989,8.11
8/17/1989,8.2
8/18/1989,8.2
8/21/1989,8.27
8/22/1989,8.35
8/23/1989,8.23
8/24/1989,8.23
8/25/1989,8.23
8/28/1989,8.29
8/29/1989,8.3
8/30/1989,8.28
8/31/1989,8.27
9/1/1989,8.18
9/4/1989,#N/A
9/5/1989,8.21
9/6/1989,8.19
9/7/1989,8.19
9/8/1989,8.14
9/11/1989,8.1
9/12/1989,8.07
9/13/1989,8.11
9/14/1989,8.05
9/15/1989,8.01
9/18/1989,8.04
9/19/1989,8.05
9/20/1989,8.14
9/21/1989,8.19
9/22/1989,8.2
9/25/1989,8.32
9/26/1989,8.29
9/27/1989,8.31
9/28/1989,8.34
9/29/1989,8.36
10/2/1989,8.33
10/3/1989,8.27
10/4/1989,8.25
10/5/1989,8.18
10/6/1989,8.01
10/9/1989,#N/A
10/10/1989,8
10/11/1989,8.03
10/12/1989,7.98
10/13/1989,7.79
10/16/1989,7.91
10/17/1989,7.92
10/18/1989,7.92
10/19/1989,7.91
10/20/1989,7.93
10/23/1989,7.87
10/24/1989,7.8
10/25/1989,7.79
10/26/1989,7.81
10/27/1989,7.87
10/30/1989,7.86
10/31/1989,7.86
11/1/1989,7.86
11/2/1989,7.81
11/3/1989,7.93
11/6/1989,7.99
11/7/1989,7.85
11/8/1989,7.81
11/9/1989,7.84
11/10/1989,7.85
11/13/1989,7.85
11/14/1989,7.8
11/15/1989,7.74
11/16/1989,7.74
11/17/1989,7.82
11/20/1989,7.8
11/21/1989,7.79
11/22/1989,7.72
11/23/1989,#N/A
11/24/1989,7.7
11/27/1989,7.8
11/28/1989,7.81
11/29/1989,7.78
11/30/1989,7.74
12/1/1989,7.7
12/4/1989,7.7
12/5/1989,7.7
12/6/1989,7.76
12/7/1989,7.8
12/8/1989,7.73
12/11/1989,7.74
12/12/1989,7.74
12/13/1989,7.73
12/14/1989,7.68
12/15/1989,7.7
12/18/1989,7.67
12/19/1989,7.69
12/20/1989,7.67
12/21/1989,7.67
12/22/1989,7.75
12/25/1989,#N/A
12/26/1989,7.9
12/27/1989,7.89
12/28/1989,7.85
12/29/1989,7.86
1/1/1990,#N/A
1/2/1990,7.87
1/3/1990,7.92
1/4/1990,7.91
1/5/1990,7.92
1/8/1990,7.92
1/9/1990,7.92
1/10/1990,7.92
1/11/1990,7.94
1/12/1990,7.99
1/15/1990,#N/A
1/16/1990,8.11
1/17/1990,8.11
1/18/1990,8.27
1/19/1990,8.2
1/22/1990,8.19
1/23/1990,8.18
1/24/1990,8.28
1/25/1990,8.31
1/26/1990,8.38
1/29/1990,8.39
1/30/1990,8.43
1/31/1990,8.35
2/1/1990,8.35
2/2/1990,8.42
2/5/1990,8.44
2/6/1990,8.49
2/7/1990,8.51
2/8/1990,8.45
2/9/1990,8.29
2/12/1990,8.37
2/13/1990,8.29
2/14/1990,8.34
2/15/1990,8.4
2/16/1990,8.41
2/19/1990,#N/A
2/20/1990,8.58
2/21/1990,8.6
2/22/1990,8.48
2/23/1990,8.47
2/26/1990,8.4
2/27/1990,8.34
2/28/1990,8.44
3/1/1990,8.53
3/2/1990,8.5
3/5/1990,8.58
3/6/1990,8.57
3/7/1990,8.56
3/8/1990,8.57
3/9/1990,8.68
3/12/1990,8.67
3/13/1990,8.75
3/14/1990,8.67
3/15/1990,8.69
3/16/1990,8.61
3/19/1990,8.65
3/20/1990,8.61
3/21/1990,8.62
3/22/1990,8.56
3/23/1990,8.54
3/26/1990,8.52
3/27/1990,8.55
3/28/1990,8.53
3/29/1990,8.6
3/30/1990,8.65
4/2/1990,8.65
4/3/1990,8.64
4/4/1990,8.56
4/5/1990,8.57
4/6/1990,8.55
4/9/1990,8.58
4/10/1990,8.58
4/11/1990,8.6
4/12/1990,8.62
4/13/1990,#N/A
4/16/1990,8.65
4/17/1990,8.73
4/18/1990,8.84
4/19/1990,8.84
4/20/1990,8.88
4/23/1990,8.92
4/24/1990,8.96
4/25/1990,9
4/26/1990,9.09
4/27/1990,9.06
4/30/1990,9.04
5/1/1990,9.08
5/2/1990,9.1
5/3/1990,9.04
5/4/1990,8.8
5/7/1990,8.83
5/8/1990,8.79
5/9/1990,8.87
5/10/1990,8.8
5/11/1990,8.64
5/14/1990,8.6
5/15/1990,8.64
5/16/1990,8.66
5/17/1990,8.69
5/18/1990,8.74
5/21/1990,8.74
5/22/1990,8.66
5/23/1990,8.61
5/24/1990,8.58
5/25/1990,8.61
5/28/1990,#N/A
5/29/1990,8.59
5/30/1990,8.56
5/31/1990,8.56
6/1/1990,8.38
6/4/1990,8.39
6/5/1990,8.42
6/6/1990,8.43
6/7/1990,8.41
6/8/1990,8.42
6/11/1990,8.43
6/12/1990,8.44
6/13/1990,8.35
6/14/1990,8.32
6/15/1990,8.41
6/18/1990,8.45
6/19/1990,8.47
6/20/1990,8.51
6/21/1990,8.48
6/22/1990,8.46
6/25/1990,8.53
6/26/1990,8.51
6/27/1990,8.47
6/28/1990,8.41
6/29/1990,8.35
7/2/1990,8.35
7/3/1990,8.32
7/4/1990,#N/A
7/5/1990,8.34
7/6/1990,8.44
7/9/1990,8.49
7/10/1990,8.5
7/11/1990,8.49
7/12/1990,8.37
7/13/1990,8.32
7/16/1990,8.31
7/17/1990,8.3
7/18/1990,8.34
7/19/1990,8.33
7/20/1990,8.28
7/23/1990,8.28
7/24/1990,8.35
7/25/1990,8.31
7/26/1990,8.31
7/27/1990,8.25
7/30/1990,8.14
7/31/1990,8.13
8/1/1990,8.06
8/2/1990,8.15
8/3/1990,8.11
8/6/1990,8.29
8/7/1990,8.41
8/8/1990,8.43
8/9/1990,8.33
8/10/1990,8.35
8/13/1990,8.36
8/14/1990,8.34
8/15/1990,8.33
8/16/1990,8.45
8/17/1990,8.49
8/20/1990,8.5
8/21/1990,8.56
8/22/1990,8.62
8/23/1990,8.69
8/24/1990,8.75
8/27/1990,8.61
8/28/1990,8.67
8/29/1990,8.52
8/30/1990,8.52
8/31/1990,8.5
9/3/1990,#N/A
9/4/1990,8.53
9/5/1990,8.47
9/6/1990,8.47
9/7/1990,8.45
9/10/1990,8.5
9/11/1990,8.48
9/12/1990,8.45
9/13/1990,8.44
9/14/1990,8.48
9/17/1990,8.49
9/18/1990,8.48
9/19/1990,8.51
9/20/1990,8.53
9/21/1990,8.58
9/24/1990,8.64
9/25/1990,8.64
9/26/1990,8.63
9/27/1990,8.52
9/28/1990,8.47
10/1/1990,8.38
10/2/1990,8.35
10/3/1990,8.33
10/4/1990,8.3
10/5/1990,8.27
10/8/1990,#N/A
10/9/1990,8.43
10/10/1990,8.49
10/11/1990,8.51
10/12/1990,8.44
10/15/1990,8.39
10/16/1990,8.39
10/17/1990,8.37
10/18/1990,8.32
10/19/1990,8.25
10/22/1990,8.25
10/23/1990,8.25
10/24/1990,8.26
10/25/1990,8.21
10/26/1990,8.23
10/29/1990,8.27
10/30/1990,8.28
10/31/1990,8.24
11/1/1990,8.15
11/2/1990,8.16
11/5/1990,8.1
11/6/1990,8.11
11/7/1990,8.16
11/8/1990,8.18
11/9/1990,8.1
11/12/1990,#N/A
11/13/1990,8.01
11/14/1990,8.01
11/15/1990,8.01
11/16/1990,7.96
11/19/1990,8.01
11/20/1990,7.98
11/21/1990,7.92
11/22/1990,#N/A
11/23/1990,7.92
11/26/1990,7.92
11/27/1990,7.94
11/28/1990,7.94
11/29/1990,7.96
11/30/1990,7.91
12/3/1990,7.88
12/4/1990,7.83
12/5/1990,7.82
12/6/1990,7.82
12/7/1990,7.67
12/10/1990,7.63
12/11/1990,7.6
12/12/1990,7.59
12/13/1990,7.68
12/14/1990,7.74
12/17/1990,7.71
12/18/1990,7.67
12/19/1990,7.64
12/20/1990,7.67
12/21/1990,7.75
12/24/1990,7.84
12/25/1990,#N/A
12/26/1990,7.78
12/27/1990,7.75
12/28/1990,7.78
12/31/1990,7.68
1/1/1991,#N/A
1/2/1991,7.59
1/3/1991,7.56
1/4/1991,7.65
1/7/1991,7.75
1/8/1991,7.74
1/9/1991,7.81
1/10/1991,7.76
1/11/1991,7.79
1/14/1991,7.82
1/15/1991,7.79
1/16/1991,7.83
1/17/1991,7.71
1/18/1991,7.68
1/21/1991,#N/A
1/22/1991,7.7
1/23/1991,7.67
1/24/1991,7.61
1/25/1991,7.67
1/28/1991,7.67
1/29/1991,7.64
1/30/1991,7.64
1/31/1991,7.62
2/1/1991,7.45
2/4/1991,7.43
2/5/1991,7.4
2/6/1991,7.4
2/7/1991,7.42
2/8/1991,7.4
2/11/1991,7.39
2/12/1991,7.39
2/13/1991,7.39
2/14/1991,7.38
2/15/1991,7.41
2/18/1991,#N/A
2/19/1991,7.46
2/20/1991,7.49
2/21/1991,7.51
2/22/1991,7.57
2/25/1991,7.57
2/26/1991,7.62
2/27/1991,7.64
2/28/1991,7.66
3/1/1991,7.78
3/4/1991,7.77
3/5/1991,7.73
3/6/1991,7.77
3/7/1991,7.73
3/8/1991,7.77
3/11/1991,7.71
3/12/1991,7.74
3/13/1991,7.67
3/14/1991,7.64
3/15/1991,7.73
3/18/1991,7.79
3/19/1991,7.93
3/20/1991,7.88
3/21/1991,7.82
3/22/1991,7.82
3/25/1991,7.83
3/26/1991,7.84
3/27/1991,7.76
3/28/1991,7.73
3/29/1991,#N/A
4/1/1991,7.74
4/2/1991,7.68
4/3/1991,7.71
4/4/1991,7.67
4/5/1991,7.65
4/8/1991,7.63
4/9/1991,7.68
4/10/1991,7.75
4/11/1991,7.74
4/12/1991,7.64
4/15/1991,7.64
4/16/1991,7.66
4/17/1991,7.64
4/18/1991,7.74
4/19/1991,7.8
4/22/1991,7.83
4/23/1991,7.78
4/24/1991,7.73
4/25/1991,7.7
4/26/1991,7.68
4/29/1991,7.7
4/30/1991,7.63
5/1/1991,7.63
5/2/1991,7.59
5/3/1991,7.67
5/6/1991,7.67
5/7/1991,7.67
5/8/1991,7.68
5/9/1991,7.68
5/10/1991,7.76
5/13/1991,7.72
5/14/1991,7.78
5/15/1991,7.77
5/16/1991,7.77
5/17/1991,7.77
5/20/1991,7.78
5/21/1991,7.74
5/22/1991,7.72
5/23/1991,7.71
5/24/1991,7.68
5/27/1991,#N/A
5/28/1991,7.66
5/29/1991,7.66
5/30/1991,7.63
5/31/1991,7.69
6/3/1991,7.8
6/4/1991,7.8
6/5/1991,7.84
6/6/1991,7.89
6/7/1991,7.96
6/10/1991,7.95
6/11/1991,7.96
6/12/1991,8.02
6/13/1991,8
6/14/1991,7.94
6/17/1991,7.96
6/18/1991,7.97
6/19/1991,7.97
6/20/1991,7.91
6/21/1991,7.95
6/24/1991,7.98
6/25/1991,7.99
6/26/1991,7.98
6/27/1991,7.97
6/28/1991,7.9
7/1/1991,7.93
7/2/1991,7.95
7/3/1991,7.92
7/4/1991,#N/A
7/5/1991,8.01
7/8/1991,8
7/9/1991,8.02
7/10/1991,8
7/11/1991,7.95
7/12/1991,7.9
7/15/1991,7.9
7/16/1991,7.91
7/17/1991,7.94
7/18/1991,7.95
7/19/1991,7.91
7/22/1991,7.92
7/23/1991,7.96
7/24/1991,7.86
7/25/1991,7.81
7/26/1991,7.82
7/29/1991,7.81
7/30/1991,7.81
7/31/1991,7.77
8/1/1991,7.78
8/2/1991,7.62
8/5/1991,7.62
8/6/1991,7.54
8/7/1991,7.51
8/8/1991,7.53
8/9/1991,7.51
8/12/1991,7.49
8/13/1991,7.46
8/14/1991,7.37
8/15/1991,7.37
8/16/1991,7.33
8/19/1991,7.31
8/20/1991,7.24
8/21/1991,7.27
8/22/1991,7.25
8/23/1991,7.39
8/26/1991,7.44
8/27/1991,7.42
8/28/1991,7.32
8/29/1991,7.24
8/30/1991,7.34
9/2/1991,#N/A
9/3/1991,7.32
9/4/1991,7.31
9/5/1991,7.32
9/6/1991,7.24
9/9/1991,7.2
9/10/1991,7.2
9/11/1991,7.21
9/12/1991,7.15
9/13/1991,7.13
9/16/1991,7.11
9/17/1991,7.1
9/18/1991,7.1
9/19/1991,7.1
9/20/1991,7.09
9/23/1991,7.09
